"","Miles.per.gallon","Cylinders","Displacement","Horsepower","Weight","Acceleration","Model.year","Origin","Car.name","Index","Miles.per.gallon_z","Displacement_z","Horsepower_z","Weight_z","Acceleration_z","Cylinders_z"
"326",29.8,4,134,90,2711,15.5,80,3,"toyota corona liftback",326,0.80417601728976,-0.579280714434042,-0.389037269622684,-0.316897782165286,-0.00702886600982643,-0.861700878202408
"327",31.3,4,120,75,2542,17.5,80,3,"mazda 626",327,0.996090424997622,-0.712712586086955,-0.77594653826782,-0.516424507549673,0.706401033987541,-0.861700878202408
"328",37,4,119,92,2434,15,80,3,"datsun 510 hatchback",328,1.7253651742875,-0.722243434062163,-0.337449367136666,-0.643932710753896,-0.185386341009168,-0.861700878202408
"329",32.2,4,108,75,2265,15.2,80,3,"toyota corolla",329,1.11123906962234,-0.827082761789451,-0.77594653826782,-0.843459436138283,-0.114043351009432,-0.861700878202408
"330",46.6,4,86,65,2110,17.9,80,3,"mazda glc",330,2.95361738361781,-1.03676141724403,-1.03388605069791,-1.02645732036657,0.849087013987013,-0.861700878202408
"331",27.9,4,156,105,2800,14.4,80,1,"dodge colt",331,0.561084434193135,-0.369602058979465,-0.00212800097754814,-0.211821577672917,-0.399415311008378,-0.861700878202408
"332",40.8,4,85,65,2110,19.2,80,3,"datsun 210",332,2.21154834048075,-1.04629226521924,-1.03388605069791,-1.02645732036657,1.3128164489853,-0.861700878202408
"333",44.3,4,90,48,2085,21.7,80,2,"vw rabbit c (diesel)",333,2.65934862513242,-0.998638025343196,-1.47238322182906,-1.05597310814532,2.20460382398201,-0.861700878202408
"334",43.4,4,90,48,2335,23.7,80,2,"vw dasher (diesel)",334,2.54419998050771,-0.998638025343196,-1.47238322182906,-0.760815230357768,2.91803372397938,-0.861700878202408
"335",36.4,5,121,67,2950,19.9,80,2,"audi 5000s (diesel)",335,1.64859941120435,-0.703181738111747,-0.982298148211892,-0.0347268510003841,1.56251691398438,-0.277643187801444
"336",30,4,146,67,3250,21.8,80,2,"mercedes-benz 240d",336,0.829764604984142,-0.464910538731546,-0.982298148211892,0.319462602344681,2.24027531898188,-0.861700878202408
"337",44.6,4,91,67,1850,13.8,80,3,"honda civic 1500 gl",337,2.69773150667399,-0.989107177367988,-0.982298148211892,-1.33342151326562,-0.613444281007588,-0.861700878202408
"338",40.9,4,85,NA,1835,17.3,80,2,"renault lecar deluxe",338,2.22434263432794,-1.04629226521924,NA,-1.35113098593288,0.635058043987804,-0.861700878202408
"339",33.8,4,97,67,2145,18,80,3,"subaru dl",339,1.31594777117739,-0.93192208951674,-0.982298148211892,-0.985135217476309,0.884758508986882,-0.861700878202408
"340",29.8,4,89,62,1845,15.3,80,2,"vokswagen rabbit",340,0.80417601728976,-1.0081688733184,-1.11126790442694,-1.33932467082137,-0.0783718560095629,-0.861700878202408
"341",32.7,6,168,132,2910,11.4,80,3,"datsun 280-zx",341,1.17521053885829,-0.255231883276969,0.694308682583696,-0.0819521114463928,-1.46956016100443,0.30641450259952
"342",23.7,3,70,100,2420,12.5,80,3,"mazda rx-7 gs",342,0.0237240926111226,-1.18925498484736,-0.131097757192593,-0.66046155191,-1.07717371600588,-1.44575856860337
"343",35,4,122,88,2500,15.1,80,2,"triumph tr7 coupe",343,1.46947929734368,-0.693650890136539,-0.440625172108702,-0.566011031017982,-0.1497148460093,-0.861700878202408
"344",23.6,4,140,NA,2905,14.3,80,1,"ford mustang cobra",344,0.0109297987639321,-0.522095626582794,NA,-0.0878552690021439,-0.435086806008246,-0.861700878202408
"345",32.4,4,107,72,2290,17,80,3,"honda accord",345,1.13682765731672,-0.836613609764659,-0.853328391996847,-0.813943648359528,0.528043558988199,-0.861700878202408
"346",27.2,4,135,84,2490,15.7,81,1,"plymouth reliant",346,0.4715243772628,-0.569749866458834,-0.543800977080738,-0.577817346129484,0.06431412398991,-0.861700878202408
"347",26.6,4,151,84,2635,16.4,81,1,"buick skylark",347,0.394758614179655,-0.417256298855505,-0.543800977080738,-0.406625777012703,0.314014588988988,-0.861700878202408
"348",25.8,4,156,92,2620,14.4,81,1,"dodge aries wagon (sw)",348,0.292404263402129,-0.369602058979465,-0.337449367136666,-0.424335249679956,-0.399415311008378,-0.861700878202408
"349",23.5,6,173,110,2725,12.6,81,1,"chevrolet citation",349,-0.00186449508325888,-0.207577643400929,0.126841755237497,-0.300368941009183,-1.04150222100601,0.30641450259952
"350",30,4,135,84,2385,12.9,81,1,"plymouth reliant",350,0.829764604984142,-0.569749866458834,-0.543800977080738,-0.701783654800257,-0.934487736006403,-0.861700878202408
"351",39.1,4,79,58,1755,16.9,81,3,"toyota starlet",351,1.9940453450785,-1.10347735307048,-1.21444370939897,-1.44558150682489,0.49237206398833,-0.861700878202408
"352",39,4,86,64,1875,16.4,81,1,"plymouth champ",352,1.98125105123131,-1.03676141724403,-1.05968000194092,-1.30390572548687,0.314014588988988,-0.861700878202408
"353",35.1,4,81,60,1760,16.1,81,3,"honda civic 1300",353,1.48227359119087,-1.08441565712007,-1.16285580691296,-1.43967834926914,0.207000103989384,-0.861700878202408
"354",32.3,4,97,67,2065,17.8,81,3,"subaru",354,1.12403336346953,-0.93192208951674,-0.982298148211892,-1.07958573836833,0.813415518987146,-0.861700878202408
"355",37,4,85,65,1975,19.4,81,3,"datsun 210 mpg",355,1.7253651742875,-1.04629226521924,-1.03388605069791,-1.18584257437185,1.38415943898504,-0.861700878202408
"356",37.7,4,89,62,2050,17.3,81,3,"toyota tercel",356,1.81492523121783,-1.0081688733184,-1.11126790442694,-1.09729521103558,0.635058043987804,-0.861700878202408
"357",34.1,4,91,68,1985,16,81,3,"mazda glc 4",357,1.35433065271896,-0.989107177367988,-0.956504196968883,-1.17403625926034,0.171328608989515,-0.861700878202408
"358",34.7,4,105,63,2215,14.9,81,1,"plymouth horizon 4",358,1.43109641580211,-0.855675305715075,-1.08547395318393,-0.902491011695794,-0.221057836009036,-0.861700878202408
"359",34.4,4,98,65,2045,16.2,81,1,"ford escort 4w",359,1.39271353426054,-0.922391241541532,-1.03388605069791,-1.10319836859133,0.242671598989252,-0.861700878202408
"360",29.9,4,98,65,2380,20.7,81,1,"ford escort 2h",360,0.816970311136951,-0.922391241541532,-1.03388605069791,-0.707686812356008,1.84788887398333,-0.861700878202408
"361",33,4,105,74,2190,14.2,81,2,"volkswagen jetta",361,1.21359342039986,-0.855675305715075,-0.801740489510829,-0.93200679947455,-0.470758301008115,-0.861700878202408
"362",34.5,4,100,NA,2320,15.8,81,2,"renault 18i",362,1.40550782810773,-0.903329545591115,NA,-0.778524703025021,0.0999856189897789,-0.861700878202408
"363",33.7,4,107,75,2210,14.4,81,3,"honda prelude",363,1.3031534773302,-0.836613609764659,-0.77594653826782,-0.908394169251545,-0.399415311008378,-0.861700878202408
"364",32.4,4,108,75,2350,16.8,81,3,"toyota corolla",364,1.13682765731672,-0.827082761789451,-0.77594653826782,-0.743105757690515,0.456700568988462,-0.861700878202408
"365",32.9,4,119,100,2615,14.8,81,3,"datsun 200sx",365,1.20079912655267,-0.722243434062163,-0.131097757192593,-0.430238407235707,-0.256729331008905,-0.861700878202408
"366",31.6,4,120,74,2635,18.3,81,3,"mazda 626",366,1.03447330653919,-0.712712586086955,-0.801740489510829,-0.406625777012703,0.991772993986488,-0.861700878202408
"367",28.1,4,141,80,3230,20.4,81,2,"peugeot 505s turbo diesel",367,0.586673021887517,-0.512564778607586,-0.646976782052775,0.295849972121677,1.74087438898372,-0.861700878202408
"368",NA,4,121,110,2800,15.4,81,2,"saab 900s",368,NA,-0.703181738111747,0.126841755237497,-0.211821577672917,-0.0427003610096947,-0.861700878202408
"369",30.7,6,145,76,3160,19.6,81,2,"volvo diesel",369,0.919324661914477,-0.474441386706754,-0.750152587024811,0.213205766341162,1.45550242898478,0.30641450259952
"370",25.4,6,168,116,2900,12.6,81,3,"toyota cressida",370,0.241227088013366,-0.255231883276969,0.281605462695552,-0.093758426557895,-1.04150222100601,0.30641450259952
"371",24.2,6,146,120,2930,13.8,81,3,"datsun 810 maxima",371,0.0876955618470765,-0.464910538731546,0.384781267667588,-0.0583394812233885,-0.613444281007588,0.30641450259952
"372",22.4,6,231,110,3415,15.8,81,1,"buick century",372,-0.142601727402358,0.345211539161138,0.126841755237497,0.514266801684467,0.0999856189897789,0.30641450259952
"373",26.6,8,350,105,3725,19,81,1,"oldsmobile cutlass ls",373,0.394758614179655,1.47938244821089,-0.00212800097754814,0.880262570141035,1.24147345898557,1.47452988340145
"374",20.2,6,200,88,3060,17.1,81,1,"ford granada gl",374,-0.424076192040555,0.0497552519296884,-0.440625172108702,0.0951426152261399,0.563715053988068,0.30641450259952
"375",17.6,6,225,85,3465,16.6,81,1,"chrysler lebaron salon",375,-0.756727832067514,0.288026451309889,-0.518007025837729,0.573298377241978,0.385357578988726,0.30641450259952
"376",28,4,112,88,2605,19.6,82,1,"chevrolet cavalier",376,0.573878728040326,-0.788959369888619,-0.440625172108702,-0.442044722347209,1.45550242898478,-0.861700878202408
"377",27,4,112,88,2640,18.6,82,1,"chevrolet cavalier wagon",377,0.445935789568418,-0.788959369888619,-0.440625172108702,-0.400722619456952,1.09878747898609,-0.861700878202408
"378",34,4,112,88,2395,18,82,1,"chevrolet cavalier 2-door",378,1.34153635887177,-0.788959369888619,-0.440625172108702,-0.689977339688755,0.884758508986882,-0.861700878202408
"379",31,4,112,85,2575,16.2,82,1,"pontiac j2000 se hatchback",379,0.957707543456049,-0.788959369888619,-0.518007025837729,-0.477463667681716,0.242671598989252,-0.861700878202408
"380",29,4,135,84,2525,16,82,1,"dodge aries se",380,0.701821666512234,-0.569749866458834,-0.543800977080738,-0.536495243239227,0.171328608989515,-0.861700878202408
"381",27,4,151,90,2735,18,82,1,"pontiac phoenix",381,0.445935789568418,-0.417256298855505,-0.389037269622684,-0.288562625897681,0.884758508986882,-0.861700878202408
"382",24,4,140,92,2865,16.4,82,1,"ford fairmont futura",382,0.062106974152695,-0.522095626582794,-0.337449367136666,-0.135080529448153,0.314014588988988,-0.861700878202408
"383",23,4,151,NA,3035,20.5,82,1,"amc concord dl",383,-0.0658359643192128,-0.417256298855505,NA,0.0656268274473844,1.77654588398359,-0.861700878202408
"384",36,4,105,74,1980,15.3,82,2,"volkswagen rabbit l",384,1.59742223581559,-0.855675305715075,-0.801740489510829,-1.1799394168161,-0.0783718560095629,-0.861700878202408
"385",37,4,91,68,2025,18.2,82,3,"mazda glc custom l",385,1.7253651742875,-0.989107177367988,-0.956504196968883,-1.12681099881434,0.956101498986619,-0.861700878202408
"386",31,4,91,68,1970,17.6,82,3,"mazda glc custom",386,0.957707543456049,-0.989107177367988,-0.956504196968883,-1.1917457319276,0.742072528987409,-0.861700878202408
"387",38,4,105,63,2125,14.7,82,1,"plymouth horizon miser",387,1.8533081127594,-0.855675305715075,-1.08547395318393,-1.00874784769931,-0.292400826008773,-0.861700878202408
"388",36,4,98,70,2125,17.3,82,1,"mercury lynx l",388,1.59742223581559,-0.922391241541532,-0.904916294482865,-1.00874784769931,0.635058043987804,-0.861700878202408
"389",36,4,120,88,2160,14.5,82,3,"nissan stanza xe",389,1.59742223581559,-0.712712586086955,-0.440625172108702,-0.967425744809056,-0.36374381600851,-0.861700878202408
"390",36,4,107,75,2205,14.5,82,3,"honda accord",390,1.59742223581559,-0.836613609764659,-0.77594653826782,-0.914297326807296,-0.36374381600851,-0.861700878202408
"391",34,4,108,70,2245,16.9,82,3,"toyota corolla",391,1.34153635887177,-0.827082761789451,-0.904916294482865,-0.867072066361288,0.49237206398833,-0.861700878202408
"392",38,4,91,67,1965,15,82,3,"honda civic",392,1.8533081127594,-0.989107177367988,-0.982298148211892,-1.19764888948335,-0.185386341009168,-0.861700878202408
"393",32,4,91,67,1965,15.7,82,3,"honda civic (auto)",393,1.08565048192796,-0.989107177367988,-0.982298148211892,-1.19764888948335,0.06431412398991,-0.861700878202408
"394",38,4,91,67,1995,16.2,82,3,"datsun 310 gx",394,1.8533081127594,-0.989107177367988,-0.982298148211892,-1.16222994414884,0.242671598989252,-0.861700878202408
"395",25,6,181,110,2945,16.4,82,1,"buick century limited",395,0.190049912624603,-0.131330859599264,0.126841755237497,-0.0406300085561352,0.314014588988988,0.30641450259952
"396",38,6,262,85,3015,17,82,1,"oldsmobile cutlass ciera (diesel)",396,1.8533081127594,0.640667826392587,-0.518007025837729,0.0420141972243801,0.528043558988199,0.30641450259952
"397",26,4,156,92,2585,14.5,82,1,"chrysler lebaron medallion",397,0.31799285109651,-0.369602058979465,-0.337449367136666,-0.465657352570214,-0.36374381600851,-0.861700878202408
"398",22,6,232,112,2835,14.7,82,1,"ford granada l",398,-0.193778902791121,0.354742387136346,0.178429657723515,-0.170499474782659,-0.292400826008773,0.30641450259952
"399",32,4,144,96,2665,13.9,82,3,"toyota celica gt",399,1.08565048192796,-0.483972234681962,-0.23427356216463,-0.371206831678196,-0.57777278600772,-0.861700878202408
"400",36,4,135,84,2370,13,82,1,"dodge charger 2.2",400,1.59742223581559,-0.569749866458834,-0.543800977080738,-0.71949312746751,-0.898816241006535,-0.861700878202408
"401",27,4,151,90,2950,17.3,82,1,"chevrolet camaro",401,0.445935789568418,-0.417256298855505,-0.389037269622684,-0.0347268510003841,0.635058043987804,-0.861700878202408
"402",27,4,140,86,2790,15.6,82,1,"ford mustang gl",402,0.445935789568418,-0.522095626582794,-0.49221307459472,-0.223627892784419,0.0286426289900418,-0.861700878202408
"403",44,4,97,52,2130,24.6,82,2,"vw pickup",403,2.62096574359085,-0.93192208951674,-1.36920741685703,-1.00284469014356,3.23907717897819,-0.861700878202408
"404",32,4,135,84,2295,11.6,82,1,"dodge rampage",404,1.08565048192796,-0.569749866458834,-0.543800977080738,-0.808040490803777,-1.39821717100469,-0.861700878202408
"405",28,4,120,79,2625,18.6,82,1,"ford ranger",405,0.573878728040326,-0.712712586086955,-0.672770733295784,-0.418432092124205,1.09878747898609,-0.861700878202408
"406",31,4,119,82,2720,19.4,82,1,"chevy s-10",406,0.957707543456049,-0.722243434062163,-0.595388879566756,-0.306272098564934,1.38415943898504,-0.861700878202408
